Time (minutes),CPU Utilization (%)
307,1.3517378148660109
308,7.883591260236315
309,4.126991986303375
310,54.2266383593381
311,56.251922462031246
312,54.97456924821176
313,50.384438150753034
314,54.9703808962888
315,53.463011754757815
316,56.38543689246402
317,52.16749712329672
318,51.14097390018151
319,58.85467904007105
320,2.0069701143985528
321,3.3740078649210545
322,2.72893059922093
323,9.447256594435014
324,3.7644261679293667
325,6.913344707408572
326,0.07936317757563205
327,0.14145985143333317
328,1.2731017622011287
329,0.12481694797871978
330,58.99468316201227
331,51.77325182176895
332,59.91616269583973
333,54.10389687662608
334,54.79078578265604
335,52.99987538859129
336,54.361634759019
337,51.98674579143879
338,57.22247088144601
339,59.63123185009836
340,9.288586268351791
341,2.414425993898228
342,0.08715479487471645
343,7.296626091092556
344,8.21841117157889
345,1.0033409803627469
346,2.953987231722145
347,0.48526209315399527
348,4.972867759727255
349,2.7152980039027543
350,56.90919911419759
351,54.023429718229764
352,50.56023745188884
353,52.171138834465275
354,51.960725535863446
355,56.30275639780994
356,50.107132979066606
357,56.72039804503425
358,57.36516633471985
359,59.54242461878644
360,3.432942666215352
361,7.990622155598608
362,0.44622932803563664
363,0.83716701600278
364,4.478651095149014
365,0.788664277812452
366,0.65399880471112
367,9.45514783506453
368,6.16227018885668
369,4.936756319776334
370,59.98866514345526
371,59.14675771139588
372,57.52577559632382
373,58.054861153500056
374,59.77761085638794
375,55.38371525021862
376,58.02454604816002
377,59.58685565771134
378,53.33350689929491
379,59.705631108932536
380,0.21014643534747357
381,3.2022390066441253
382,4.851990361972382
383,5.247143845729894
384,3.0365772204547827
385,2.8640828262051663
386,0.8174995617554426
387,0.3025819209393066
388,7.201401629745589
389,9.966478249873793
390,54.75916889871931
391,50.13378823184146
392,53.786222203202215
393,51.22604013672949
394,53.28544104347946
395,53.36881670635614
396,52.19782141993305
397,58.387363305765035
398,50.14713457754538
399,56.37520091098237
